瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
131,没林,2016-11-09,3,-1.4,8.2,,1.3,44,9.6,12.33,1.9
131,没林,2016-11-10,6,1.8,12,7.9,1.1,68.5,1.3,4.81,9.6
131,没林,2016-11-11,9.2,5.1,14.6,1,1.4,65,8.4,9.8,4.3
131,没林,2016-11-12,9.7,3,17.6,,1,64.8,7.3,9.14,1.9
131,没林,2016-11-13,12.7,6.8,19.2,,.7,64.5,3.9,7.12,6.5
131,没林,2016-11-14,14.8,9.6,21,.2,1,68.3,5.2,8.45,7.3
131,没林,2016-11-15,7.6,3.5,14,,1.8,44.1,9.3,12.06,.6
131,没林,2016-11-16,5.2,-.7,10.9,,.8,54.3,8.7,8.77,1.4
131,没林,2016-11-17,7.5,1.2,13.8,,1.1,53.6,8.3,9.56,1
131,没林,2016-11-18,8.6,3.6,13.5,7,1.1,70.1,3,5.35,6.5
131,没林,2016-11-19,11.6,9.5,13.4,1,.7,87.9,0,2.01,10
131,没林,2016-11-20,11.1,6.7,15.5,,1.1,63.5,8.6,9.92,2.4
131,没林,2016-11-21,8.4,5.3,10.5,,1,72.9,0,2.33,7.6
131,没林,2016-11-22,4.2,.5,8.9,0,2.2,48.8,3.9,5.1,7.8
131,没林,2016-11-23,.4,-2.6,4.6,,1.8,35.9,8.1,9.89,5.9
131,没林,2016-11-24,-.8,-3.9,3.6,,1.8,43.4,9.1,11.17,0
131,没林,2016-11-25,.8,-4.2,5.8,,.9,53,5.9,7.02,3
131,没林,2016-11-26,.3,-3.1,2.9,0,.9,74.8,0,2.45,7.6
131,没林,2016-11-27,3.3,.9,7.6,.3,1,83.4,4.8,7.64,6.6
131,没林,2016-11-28,2.8,.2,7.4,0,1.4,56.6,8.6,9.75,1.9
131,没林,2016-11-29,2.2,-2.7,7.3,,1.2,42.8,8.9,10.32,.3
131,没林,2016-11-30,5.3,0,11.1,1.2,.9,64.9,.9,4.6,8.6
131,没林,2016-12-01,5.5,1,9.5,0,1.9,56.6,7.2,8.37,3.1
131,没林,2016-12-02,2,-3.4,7.5,,1.1,46.3,8.8,10.29,0
131,没林,2016-12-03,3,-3,9.9,,.7,58.5,8.3,9.28,2.9
131,没林,2016-12-04,4.3,-.2,8.4,0,.6,63.3,1.4,4.54,8.6
131,没林,2016-12-05,8.1,4,14.3,0,1.7,61.3,4.5,5.88,6.1
131,没林,2016-12-06,.6,-2.6,4.8,,1.9,38.3,8.7,10.53,.1
131,没林,2016-12-07,2,-4.1,7.5,0,.9,59.3,3.8,5.56,5.8
131,没林,2016-12-08,3.1,-2.5,8.1,1,1.2,76,3.1,6.5,6.5
131,没林,2016-12-09,3.7,-.5,6.6,2.5,1.9,60.6,5.6,6.73,4.3
131,没林,2016-12-10,-.1,-3.8,5.1,,1.2,46.4,8.8,9.97,0
131,没林,2016-12-11,-.9,-6.2,5.8,,.8,50.4,8.8,10.44,.9
131,没林,2016-12-12,2.9,-3.7,9.5,0,1.2,50.4,6.8,7.23,6.5
131,没林,2016-12-13,4,.7,9.2,,1.3,63.4,6,6.93,3.9
131,没林,2016-12-14,.7,-1.5,2.5,,1.4,64,2,3.39,7.1
131,没林,2016-12-15,-2,-5,1.2,,2.1,44.1,8.1,9.13,1.8
131,没林,2016-12-16,-2.5,-7.1,1.3,,1.5,40.5,8.8,10.09,2.9
131,没林,2016-12-17,4.1,-1.3,10,,1,56.8,6.4,7.44,6.1
131,没林,2016-12-18,4.2,-.5,9.3,,.7,69.5,2,4.66,7.9
131,没林,2016-12-19,7.2,3.4,11,.3,.8,74.8,1,3.47,8.9
131,没林,2016-12-20,7.6,3.9,12.2,,1,74.6,7.3,7.72,4
131,没林,2016-12-21,8.9,2.8,14.2,17.5,1.2,78,3.2,5.42,7.9
131,没林,2016-12-22,7.6,3.6,13.8,12.1,2.5,79.9,0,1.24,9.9
131,没林,2016-12-23,.4,-2,3.6,.6,2.3,70.5,.6,2.34,9.8
131,没林,2016-12-24,-1.4,-2.7,.5,,1.4,63.4,1.3,5.21,7.6
131,没林,2016-12-25,.8,-4.4,5.4,,1.1,73.9,6.3,8.25,4.6
131,没林,2016-12-26,2.9,2,3.8,6.1,1.4,80.4,0,1.41,9.9
131,没林,2016-12-27,-.2,-4.6,2.7,0,2.1,57.3,5,6.27,4.3
131,没林,2016-12-28,-2.5,-7,2.6,,1.1,51.5,8.7,9.68,1
131,没林,2016-12-29,-2.6,-4,-.3,0,2,51.8,8.4,10.1,1.4
131,没林,2016-12-30,-1.8,-7.5,3,,.9,53.4,8.6,9.85,2.3
131,没林,2016-12-31,1.1,-2.7,4.7,0,.8,72.3,2,4.05,7.5
131,没林,2017-01-01,3.4,-1.1,9.1,,.7,74.1,5.9,6.93,6.1
131,没林,2017-01-02,5.5,1.2,11.3,0,1.1,71.1,3.5,5.87,7.3
131,没林,2017-01-03,3.9,.6,8.7,,1.3,66,7.9,8.79,0
131,没林,2017-01-04,4.6,.4,10.2,,1,57.6,5.9,6.89,5
131,没林,2017-01-05,4.7,-.5,9.3,,2,58,0,4.52,8.8
131,没林,2017-01-06,6.6,2.8,11.3,,1.2,54.8,7.8,9.34,3.6
131,没林,2017-01-07,4.1,-1,9,,.9,67.1,6.4,7.74,6
131,没林,2017-01-08,7.4,3.1,12.8,0,1.3,59,5.7,8.1,7.6
131,没林,2017-01-09,3.6,0,6.4,0,2.1,57.4,6.4,7.22,5
131,没林,2017-01-10,-1.1,-3.5,2.4,,2,54.9,6.9,7.6,3
131,没林,2017-01-11,-3.1,-7.2,1.5,,1.8,49.3,6.1,8.46,3.5
131,没林,2017-01-12,-1.5,-3.4,1.9,.1,1.3,65.1,1.3,3.12,3.8
131,没林,2017-01-13,-3.9,-7,-1.2,0,1.6,53.3,5.2,6.32,3.3
131,没林,2017-01-14,-6.4,-8,-4.1,,2.5,35.6,9,11.12,.4
131,没林,2017-01-15,-5.8,-11,-.9,,1.3,39.9,9.1,11.22,0
131,没林,2017-01-16,-4.3,-10.2,2.4,,.9,49.1,9.1,11.64,0
131,没林,2017-01-17,-2.8,-8.5,3.1,,.8,51.3,6,7.49,2.9
131,没林,2017-01-18,0,-4.1,4.2,,.8,62,5,6.79,6.3
131,没林,2017-01-19,-1,-4.2,4.4,0,1,72.3,4.5,6.37,6.1
131,没林,2017-01-20,-2.7,-4.5,-.9,1.9,1.9,71.4,3.2,2.77,8.8
131,没林,2017-01-21,-2.8,-7.3,1.4,.7,1.4,72.6,5.7,8.72,6.5
131,没林,2017-01-22,-5.8,-7.9,-1.6,.7,2.3,66.6,7.3,8.72,6.8
131,没林,2017-01-23,-7,-10.2,-3.2,,1.4,57.9,9.1,10.35,2.5
131,没林,2017-01-24,-5.3,-11.1,-.3,,1.3,58.1,9.3,12.28,1.4
131,没林,2017-01-25,-4.5,-10.9,1.3,,1.1,58.1,9.2,12.34,.6
131,没林,2017-01-26,-1.9,-9.6,4.1,,1,57.6,7.9,10.91,4.1
131,没林,2017-01-27,-.7,-4.4,4.1,2.1,2.3,49.4,8.4,12.33,2.3
131,没林,2017-01-28,-1,-7.6,5.3,,1,47.8,7.9,11.96,4
131,没林,2017-01-29,1.3,.1,2.9,6.2,1,72.1,.1,1.76,10
131,没林,2017-01-30,-3.2,-6.8,.4,.3,2.4,64.9,6.7,8.79,5
131,没林,2017-01-31,-4.7,-9.7,.5,,1.1,55.5,8.9,11.78,3.5
131,没林,2017-02-01,-2.7,-6.2,1.8,,1.6,45,8.3,12.26,1.9
131,没林,2017-02-02,-1.8,-7.7,3.6,,1.4,44.3,9.7,13.54,1.6
131,没林,2017-02-03,2.2,-1.1,7.4,,1.2,55.4,7.6,11.42,3.8
131,没林,2017-02-04,1.8,-3.5,6.4,,1,60.3,2.7,6.69,6.5
131,没林,2017-02-05,2.7,1.2,5.1,0,1.5,65,0,2.52,8.6
131,没林,2017-02-06,-.5,-2.3,2.2,,2.1,52,9.4,12.75,1.4
131,没林,2017-02-07,-.5,-5.3,4.1,,1.2,50.5,6.7,10.14,5.8
131,没林,2017-02-08,-.5,-4.2,3.4,,1.2,53.1,3.5,7.63,5.6
131,没林,2017-02-09,-3.7,-5.8,-.9,0,2.5,51.1,8.8,10.83,5.8
131,没林,2017-02-10,-5.6,-7.6,-2.7,2.3,2.4,55.6,9.1,12.19,4.5
131,没林,2017-02-11,-3.8,-7.5,.8,,1.8,49.4,9.6,11.92,3.8
131,没林,2017-02-12,-.8,-5,4.3,,1.5,53,9.9,14.55,.9
131,没林,2017-02-13,.1,-5.4,5.6,3.1,1.1,70.5,7.7,11.68,5.5
131,没林,2017-02-14,1.4,-2.4,6.2,,1.2,52.6,10,14.55,0
131,没林,2017-02-15,1.8,-5.1,8.9,,.8,48.3,9.7,12.98,1.4
131,没林,2017-02-16,6.3,-2.7,13.8,0,1,60,8.6,11.87,4.4
131,没林,2017-02-17,2.8,-2.5,10.7,1.5,2.5,60.4,6.8,10.48,5.8
131,没林,2017-02-18,-1.2,-5.8,4.1,,2,38,10.1,15.39,.3
131,没林,2017-02-19,3,-4.8,8.8,6.5,1.4,54,4.9,10,7.4
131,没林,2017-02-20,.4,-3.8,6.1,8.6,2.6,59.4,7.5,13.48,3.6
131,没林,2017-02-21,.5,-5.9,7.7,,1,44,9.5,15.32,3.3
131,没林,2017-02-22,2.4,.7,3.4,16.7,1.4,76.5,0,1.61,9.8
131,没林,2017-02-23,-.1,-2.7,3.5,,2.8,53.3,9.2,15.2,4.4
131,没林,2017-02-24,.3,-4.8,4.9,,1.6,46.4,10.3,16.43,1.9
131,没林,2017-02-25,3.6,-2.1,9.6,,1.3,43.9,10.1,15.85,1.9
131,没林,2017-02-26,4.3,.5,9.6,,1.2,48.8,9.6,14.82,2.5
131,没林,2017-02-27,4.1,-2.4,10.6,,1,44.4,10.1,15.67,.3
131,没林,2017-02-28,5.4,-2.2,12.8,,.8,41.6,10.4,16.29,1.6
131,没林,2017-03-01,5.9,1.7,11.5,0,1.2,50.9,1.9,8.22,9.8
131,没林,2017-03-02,2.5,-.6,6.7,3.1,2.1,62,7.3,12.21,4.8
131,没林,2017-03-03,4.2,-2.5,11.6,,1.3,45.8,10.5,16.7,1.3
131,没林,2017-03-04,5.9,-.8,13.4,,1,47.6,10.3,16.69,1.5
131,没林,2017-03-05,6.4,.2,13.5,0,1.1,57.9,8.9,13.23,7.5
131,没林,2017-03-06,1.5,-.8,5.9,0,2.7,41.1,10.6,18.32,.4
131,没林,2017-03-07,-1,-2.6,2.2,.4,2.6,51.1,10.6,18.19,3.4
131,没林,2017-03-08,.9,-3.6,6.1,0,2,51.1,9.5,12.97,4.8
131,没林,2017-03-09,4.6,-1.1,11.4,,2.4,47.8,10.6,16.94,1.3
131,没林,2017-03-10,6,-.3,12.9,,1.6,35,11,18.54,.3
131,没林,2017-03-11,7.4,-1,16.4,,.9,35,10.9,17.61,2.6
131,没林,2017-03-12,8.9,1.2,16.2,,1.1,43.4,7.1,13.56,5.3
131,没林,2017-03-13,7.5,2.9,13.6,,1.7,49.6,9.6,17.39,4.8
131,没林,2017-03-14,5.9,1.8,11,,1.8,43.9,11,18.78,.3
131,没林,2017-03-15,6,-.3,12.5,,1.1,38.5,11,18.31,.5
131,没林,2017-03-16,6.6,-.2,13.9,,1.3,38.3,10.2,16.84,2.5
131,没林,2017-03-17,8.2,.3,16.1,,1.2,33.9,10.9,18.66,.5
131,没林,2017-03-18,9.6,4.4,17.4,,1.3,27.4,7.5,15.22,3.9
131,没林,2017-03-19,10,1.4,18.5,,.9,32,10.6,18.59,.9
131,没林,2017-03-20,9.9,3.8,14.8,0,1.2,42,1.7,6.56,7
131,没林,2017-03-21,8.3,5.6,11.6,0,2,42.4,10,18.49,2.1
131,没林,2017-03-22,8.1,2.1,14.5,,1.5,32.9,9.3,16.94,5.5
131,没林,2017-03-23,9.4,5,15.6,,1.5,31,9.2,15.64,4.9
131,没林,2017-03-24,9,2.5,14.7,,1.2,38.8,7.7,14.96,8.3
131,没林,2017-03-25,7.7,6.6,9.8,.8,2.2,58.9,.1,6.93,9.9
131,没林,2017-03-26,7,5,10.8,0,1.4,49.6,1.7,10.01,7.8
131,没林,2017-03-27,6.8,4.6,11.7,0,1.8,57.5,4.9,9.18,5.9
131,没林,2017-03-28,7.8,.9,14.1,,1.4,51.6,5.7,14.34,6.1
131,没林,2017-03-29,9.7,4.6,16.4,,1.5,45.5,9.7,18.99,3.5
131,没林,2017-03-30,10.8,2.9,18.8,,1.3,41.4,10.3,19.25,4.3
131,没林,2017-03-31,9.9,7.7,13,4.6,1.9,69.8,.9,7.39,9.9
131,没林,2017-04-01,8.5,5.4,13.9,.2,1.6,64.4,6.5,12.04,6.9
131,没林,2017-04-02,9.2,2.2,16.2,,1.6,47.1,11.7,20.89,1
131,没林,2017-04-03,12.5,4.1,21.1,,1.6,36.4,11.7,21.31,0
131,没林,2017-04-04,14.7,5.6,23.5,,1.2,30,10.8,20.09,4.1
131,没林,2017-04-05,13.7,11.5,16.3,10.8,1.7,58.3,.1,4.23,10
131,没林,2017-04-06,13.7,10.8,17.9,13.9,1.9,80.9,2.3,9.14,9.1
131,没林,2017-04-07,15.9,9.7,25,,1.4,57.6,9.7,20.2,3.3
131,没林,2017-04-08,15.3,10,23.7,,1.5,58.5,10,19.85,6.8
131,没林,2017-04-09,14.1,11.3,18.9,,2.3,51.5,5.6,14.3,7
131,没林,2017-04-10,15.5,11,21.7,,3.1,22.6,9.9,21.96,6.1
131,没林,2017-04-11,12.7,7.7,19,16.1,2,56,8.8,18.31,5.1
131,没林,2017-04-12,12.4,8.3,16.9,,2.2,16.8,11.6,22.79,1.4
131,没林,2017-04-13,13.3,6.5,20.8,,1.9,39.4,11.6,21.36,1
131,没林,2017-04-14,15.3,9.6,20.5,0,2.6,46.3,7.1,14.5,6.1
131,没林,2017-04-15,18.8,11.5,26.3,,1.5,45.3,11.3,20.6,1.6
131,没林,2017-04-16,20.4,11.9,29.1,,1.1,38.4,10.7,20.78,6.1
131,没林,2017-04-17,14.4,12.1,18.8,19.3,1.6,70.1,1.6,3.38,8.3
131,没林,2017-04-18,13.5,9.8,22,1.4,2.3,70.4,4.8,12.25,6
131,没林,2017-04-19,13.6,7.7,19.7,,1.9,38.6,11.9,24.06,1.1
131,没林,2017-04-20,12.2,9.9,15.4,0,1.3,52,0,6.38,8.8
131,没林,2017-04-21,13.3,6.5,20.1,,1.5,54,11.2,20.62,5.9
131,没林,2017-04-22,14.9,8.8,21.1,,1.4,42,11,20.88,2.1
131,没林,2017-04-23,15.9,8.4,23.4,,1.5,32.5,12.2,24.49,0
131,没林,2017-04-24,16,8.2,24.5,,1.6,35.6,12.3,24.37,2
131,没林,2017-04-25,17.2,11,23.6,,1.8,46.6,6.1,17.67,7.8
131,没林,2017-04-26,15.7,11.5,20.7,0,2.2,35.4,9.7,22.43,5.6
131,没林,2017-04-27,14.2,8.5,20.6,,2.2,35.5,12.1,25.66,.5
131,没林,2017-04-28,15.8,8.8,24.1,,2.5,44.6,10.4,23.08,2.6
131,没林,2017-04-29,18,10.6,25.7,,1.9,42.6,11.6,23.96,1
131,没林,2017-04-30,20.4,14.2,28.1,,2.2,44.3,11.6,22.96,0
131,没林,2017-05-01,20.3,13.1,28.3,,1.5,46.5,11,24.29,2.1
131,没林,2017-05-02,20.7,14.1,28.2,,1.6,31.6,12.2,21.65,5
131,没林,2017-05-03,21.5,12.1,30,,1.2,36.9,12.8,25.78,0
131,没林,2017-05-04,21,13.9,28.5,0,1.5,44.4,9.4,19.89,6
131,没林,2017-05-05,22,18.3,28.5,0,1.8,47.8,9.2,21.34,6
131,没林,2017-05-06,16.6,12.4,23.2,,2.6,29.9,12.1,24.69,1.4
131,没林,2017-05-07,17.7,11.1,25.2,,2.2,36.5,12.1,25.44,.3
131,没林,2017-05-08,18.6,12.2,23.6,,1.5,42.4,5.6,15.25,7.4
131,没林,2017-05-09,16.3,14,21.7,3.7,2.4,62.3,2.3,11.37,9.4
131,没林,2017-05-10,16.4,13.9,20.9,1.8,1.6,76.9,3.6,9.33,7.6
131,没林,2017-05-11,19.1,13.9,25.6,0,1.2,66.1,4.4,13.06,8.1
131,没林,2017-05-12,20.5,17,24.9,0,1.6,62.4,.6,9.87,9.3
131,没林,2017-05-13,18.1,13.5,25.8,.5,1.9,67.6,8.1,16.32,3.5
131,没林,2017-05-14,16.3,11.6,22.1,,2.6,46.5,12.9,27.12,.4
131,没林,2017-05-15,16.6,10.9,22.9,,2.4,50.9,12.9,25.57,2.3
131,没林,2017-05-16,17.3,12.6,22.9,,1.7,56.3,8.8,19.1,6.5
131,没林,2017-05-17,19.4,12.4,25.8,,1.5,46.3,12.7,24.11,1.1
131,没林,2017-05-18,21,13.6,27.7,,1.4,42.6,13.1,23.29,.5
131,没林,2017-05-19,22,15,30.4,,1.6,37.6,13.1,26.23,0
131,没林,2017-05-20,21,14.1,27.7,,1.5,36.3,11.5,22.89,5.5
131,没林,2017-05-21,21.7,15.5,28.3,,1.5,40.4,12.7,26.31,3.9
131,没林,2017-05-22,22.5,15.5,29.3,,1.4,43.6,13.1,25.86,1.9
131,没林,2017-05-23,21.5,16.3,26.1,0,1.4,52,5,16.12,7.9
131,没林,2017-05-24,20.7,16.8,27,5.9,1.4,67.5,7.8,16,5.4
131,没林,2017-05-25,19.9,15.3,28.3,,2.5,50.9,13.1,25.99,.4
131,没林,2017-05-26,17.1,12.4,21.8,,2,37.4,13.6,27.54,.5
131,没林,2017-05-27,19.4,12.6,26.5,,1.7,43.8,13.5,27.37,0
131,没林,2017-05-28,21.7,14.2,29.7,,2,44.4,12.1,23.39,1.1
131,没林,2017-05-29,24.4,18.3,33.1,,1.9,46.8,12.2,24.58,1
131,没林,2017-05-30,24.2,18.2,30.1,,1.5,44.5,11.8,21.39,4.5
131,没林,2017-05-31,23.1,18.7,28.5,,1.5,53,8.8,20.01,6.6
131,没林,2017-06-01,22.9,18.8,28.5,0,2.2,52,8.9,18.98,5
131,没林,2017-06-02,20.4,15.1,26.4,0,1.9,37.3,13.4,27.08,2.1
131,没林,2017-06-03,20.4,16.6,25.4,,2.1,36.5,13.2,26.43,3.4
131,没林,2017-06-04,21.1,14,27.9,,1.8,35.1,13.3,26.37,1.3
131,没林,2017-06-05,23,15.8,29.6,,1.8,29.4,12.8,26.18,5.3
131,没林,2017-06-06,18.7,15.9,22.4,6.9,2.5,56.6,.1,7.37,9.6
131,没林,2017-06-07,18.1,16.2,19.8,2.2,1.7,90.6,0,2.98,9.8
131,没林,2017-06-08,20.5,16.1,27.4,,1.6,62.6,8.3,20.57,5.8
131,没林,2017-06-09,22.1,16.2,29.1,,2.3,58.3,10.3,22.25,4.3
131,没林,2017-06-10,23,20.2,27.8,,1.9,52.5,7,18.36,7.6
131,没林,2017-06-11,22.7,15.5,30,,1.8,34.1,13.3,27.98,1.1
131,没林,2017-06-12,22.1,17.7,27.2,,2.3,39.3,9.1,22.34,6.4
131,没林,2017-06-13,21.2,18,26.6,,2.1,51.4,10.1,20.82,4.3
131,没林,2017-06-14,22,16.5,28,,1.7,54.5,11.1,22.99,1.6
131,没林,2017-06-15,23.8,16.9,31.6,,1.8,48.8,13.1,25.66,0
131,没林,2017-06-16,25.7,19.5,33.2,,1.8,43.4,12.1,24.87,.4
131,没林,2017-06-17,25,19.1,32.1,,1.6,35.4,13,25.02,0
131,没林,2017-06-18,25.2,18.4,32.9,,1.6,37.5,13.5,27.1,0
131,没林,2017-06-19,25.9,18.7,33.2,,1.5,43.3,12.5,24.42,2.4
131,没林,2017-06-20,26.2,20.4,31.8,,1.5,40,7.3,18.19,6.4
131,没林,2017-06-21,25.2,21,31.2,0,1.7,47.5,8.6,20.45,4.4
131,没林,2017-06-22,25,19.5,31.7,,1.6,53.6,10.3,21.89,2
131,没林,2017-06-23,26.9,20.3,34.9,,1.6,45.6,11.9,25.84,4.1
131,没林,2017-06-24,24,20.2,30.4,3.1,1.4,61.6,2.5,11.13,8.9
131,没林,2017-06-25,23.9,19.7,29.8,0,1.6,70.8,6.6,18.49,7.5
131,没林,2017-06-26,24.2,21.2,28.8,0,2.3,65.8,5.2,16.87,8.1
131,没林,2017-06-27,24.8,21.3,29.3,.9,1.8,66.3,3.9,15.44,7.9
131,没林,2017-06-28,25.5,21.6,32.2,4.4,1.4,69,6.3,16.18,8.1
131,没林,2017-06-29,26.6,21.9,32.2,,1.5,58.4,9.4,20.04,6.9
131,没林,2017-06-30,26.6,22.8,32.9,,1.5,57.6,6.6,18.01,7.5
131,没林,2017-07-01,24.3,21.9,25.9,16.7,1.1,85.6,0,5.59,9.9
131,没林,2017-07-02,26.4,24.5,30.3,7,1.9,85.9,1.1,10.59,9.8
131,没林,2017-07-03,25.2,23.6,28.6,134.4,1.9,95.6,0,5.89,10
131,没林,2017-07-04,26.1,24,31.5,30,1.4,85,5.5,16.1,8.5
131,没林,2017-07-05,28.1,24.2,33.6,,1.2,67.1,8.6,17.4,5.9
131,没林,2017-07-06,26.6,23.1,33.9,26.4,1.2,77.5,5.8,14.37,7.5
131,没林,2017-07-07,27,23.6,30.2,1.1,1.6,78.6,.3,8.47,9.4
131,没林,2017-07-08,26,23.3,28.7,31.5,1.7,83.4,1.7,7.1,9.4
131,没林,2017-07-09,27.4,23.5,33.5,31.7,1.3,77.3,6.9,16.86,8.9
131,没林,2017-07-10,26,24.3,29,47.4,1.6,93.6,0,4.89,9.8
131,没林,2017-07-11,26.8,23.5,32.1,4.5,1.8,79.9,6.3,18.07,9
131,没林,2017-07-12,27.9,24.8,32.5,,1.5,71.9,8.1,18.81,5.1
131,没林,2017-07-13,28,23.9,33.4,,1.4,69.9,9.9,22.48,3.9
131,没林,2017-07-14,28.3,25.4,34.2,5.4,1.8,65.5,7.8,19.52,5.1
131,没林,2017-07-15,25.9,23.6,29.3,12.1,2.1,79,1.6,10.87,10
131,没林,2017-07-16,25.2,22.5,27.3,290.2,1.4,91.6,0,5.51,9.6
131,没林,2017-07-17,25.9,23.8,29.7,.8,1.3,84.8,0,7.01,9.6
131,没林,2017-07-18,26.4,23,30.6,0,1.3,78.8,3.8,12.91,9.1
131,没林,2017-07-19,28,24.7,32.7,,1.5,70.4,6.6,16.45,7.3
131,没林,2017-07-20,29.5,25.4,34.3,,1.4,67.5,9.5,19.12,3.3
131,没林,2017-07-21,30.1,26.9,34.4,,1.8,64.4,8,18.16,6.4
131,没林,2017-07-22,29.5,27.5,33.3,,1.6,69.3,3.5,12.28,9.1
131,没林,2017-07-23,27.5,25.7,29.2,3.8,1.5,81,0,3.15,9.8
131,没林,2017-07-24,27.2,25.3,31.1,33,1.3,88.6,.1,6.55,9.8
131,没林,2017-07-25,28.3,25.6,33.3,21.3,1.9,73.1,8.9,17.87,5.6
131,没林,2017-07-26,27.8,24.1,32.1,,2.8,52.6,12.9,26.1,1.6
131,没林,2017-07-27,27.8,23.1,33.4,,1.5,51.9,9.1,21.15,6
131,没林,2017-07-28,27.2,24.9,30.9,50.9,1.6,77,.1,8.17,9.9
131,没林,2017-07-29,26.4,24.6,30.5,1.8,2.2,73.8,4.6,13.21,8.1
131,没林,2017-07-30,28.1,23.8,32.6,0,1.5,65.5,9.2,18.34,7
131,没林,2017-07-31,24.5,22.4,27.4,39.1,1.4,89.9,0,2.67,9.4
131,没林,2017-08-01,27.2,22.8,32.6,3.6,1.3,74.9,8.5,18.95,6.3
131,没林,2017-08-02,29.3,25.3,33.7,,1.4,68.5,8.1,16.07,4.5
131,没林,2017-08-03,28.7,25.2,32.5,,2.8,57.3,12.7,23.3,3.3
131,没林,2017-08-04,30,24.4,35.5,,1.4,59.9,11.4,21.11,3
131,没林,2017-08-05,31.8,26.8,36.7,,1.7,57.9,11.4,20.96,2.6
131,没林,2017-08-06,31.2,28.1,35.8,,1.8,59.9,9.1,21.56,6.3
131,没林,2017-08-07,29.4,25.8,34.2,,1.8,59.3,12.1,22.1,3.3
131,没林,2017-08-08,28.2,24.5,32.4,0,1.4,62.6,3.2,14.7,7.9
131,没林,2017-08-09,24.1,22.2,27.5,38.5,2.1,85.9,0,5.2,10
131,没林,2017-08-10,26.1,23.9,31,1.5,1.3,83.3,4.1,10.93,6.9
131,没林,2017-08-11,27.3,23.8,32.3,0,1.5,69.9,8.6,17.33,3.8
131,没林,2017-08-12,27.2,23.1,30.9,,1.8,62.6,7.5,14.88,4.9
131,没林,2017-08-13,25.4,23.5,27.2,0,2.6,61.5,1.7,8.83,8.9
131,没林,2017-08-14,23.1,21.6,26,35,1.5,84.5,0,4.37,10
131,没林,2017-08-15,23.2,21.7,24.8,14.3,1.4,89.6,.1,3.41,10
131,没林,2017-08-16,25.4,22.5,30.4,14,1.3,82.3,3.3,11.99,8.9
131,没林,2017-08-17,25.8,22.5,32,2.1,1.4,76,7.6,17.12,7.8
131,没林,2017-08-18,26.2,23.7,30.2,.7,1.3,74.6,6.1,14.43,7
131,没林,2017-08-19,26,22.9,30.5,1.9,1.2,74.3,2.2,11.43,8.9
131,没林,2017-08-20,26.2,23.4,29.9,4.9,2.4,73,3.1,10.52,9.3
131,没林,2017-08-21,25.1,23,29.5,39.8,1.6,89.3,2.2,8.02,9.5
131,没林,2017-08-22,28.1,24.3,32.7,.1,1.3,75.3,7.7,16.9,6
131,没林,2017-08-23,29.1,25.5,32.9,9.2,1.9,74.3,9.1,16.59,8
131,没林,2017-08-24,27.4,24.4,30.7,33.9,2.2,80.6,3.7,9.79,8.6
131,没林,2017-08-25,26.2,22.9,31.6,,1.5,61.9,9.7,20.18,5.4
131,没林,2017-08-26,24.3,20.1,29.6,,1.7,50.5,11.7,23.83,1.8
131,没林,2017-08-27,23.2,18.6,29.9,,1.3,58.9,7.1,18.12,6.6
131,没林,2017-08-28,24.1,20.6,28,25.7,1.6,73.5,3,10.54,7.6
131,没林,2017-08-29,20.8,18.3,24.5,,2,55.9,11.4,21.31,5
131,没林,2017-08-30,18.6,16.8,21.4,0,1.4,53.5,.6,7.43,8.3
131,没林,2017-08-31,21.6,17.2,27,,1.7,60.3,11.4,21.96,2
131,没林,2017-09-01,22.3,16.3,28,,1.7,52.3,12.1,23.1,.8
131,没林,2017-09-02,22.3,17.1,27.5,,1.5,54.3,11.8,19.69,2.6
131,没林,2017-09-03,22.8,16.4,28.6,,1.3,54.1,9.9,20.82,3.5
131,没林,2017-09-04,23.3,17.6,29,,1.7,50.8,10.9,19.45,5.6
131,没林,2017-09-05,21.7,19.1,24.2,1.7,1.3,70.3,0,6.26,9.4
131,没林,2017-09-06,21,18.9,22.8,2.6,1.3,78.8,0,4.71,10
131,没林,2017-09-07,22.4,18.2,27.7,,1.3,69,8.5,16.34,5.1
131,没林,2017-09-08,23.5,19.8,28.7,,1.1,66.1,7.4,14.03,5.3
131,没林,2017-09-09,22.7,18,28.5,,1,72.3,6.6,14.85,4.4
131,没林,2017-09-10,22.7,19.3,27.1,0,1.1,77.3,.7,8.77,8.5
131,没林,2017-09-11,20.7,17.5,23.4,32.9,1.9,82.6,.8,7.02,7.5
131,没林,2017-09-12,22.4,19.1,28.3,,1.4,65.5,9.2,16.94,3
131,没林,2017-09-13,21.1,15.5,28,,1.3,52.8,11.9,21.05,.1
131,没林,2017-09-14,21.5,14.7,28,,1.4,58.5,11.6,20.52,.1
131,没林,2017-09-15,22,17.7,26.2,,3.4,49.4,11,17.76,5.6
131,没林,2017-09-16,20.8,16.7,24.8,,3.3,54.9,7.9,13.92,6.6
131,没林,2017-09-17,21.9,16.9,28.3,,2.5,59.6,7.4,15.79,3.1
